clean_text,gold_label,pred_label,pred_label_text,raw_output
fuckkkkkk i cant wait,2,2,Positive,"{""label"": ""Positive""}"
this game looks insane wtf,2,0,Negative,"{""label"": ""Negative""}"
it was ab fab seeing the bungalows built in by member with support from many others highlights are seeing family and andrew bibby and his spade trustees going beyond the call of duty brand colours pic twitter com xkqnayvdhk,3,2,Positive,"{""label"": ""Positive""}"
your wow buddy,3,1,Neutral,"{""label"": ""Neutral""}"
it is absolutely ridiculous that prop hunt is not in fortnite anymore the utter disappointment smh,0,0,Negative,"{""label"": ""Negative""}"
what does everyone think of open que comp i ve been rolling on sigma but it s hell if you don t have supp players,0,0,Negative,"{""label"": ""Negative""}"
dart against humanity ep s e the new not normal apple itunes apple com us podcast dar google google com podcasts feed google play play google com music listen spotify open spotify com show oyfdhim iheartradio iheart com podcast da pandora pandora com podcast dart a amazon alexa,1,3,Irrelevant,"{""label"": ""Irrelevant""}"
new york charges johnson johnson with insurance fraud over opioid claims pageone ng new jnj,1,3,Irrelevant,"{""label"": ""Irrelevant""}"
why do i pay for word when it functions so poorly on my chromebook,0,0,Negative,"{""label"": ""Negative""}"
your pvp server doesn t work nobody can connect and pls delete the scope for drones they re useless und block syringes pic twitter com qktnee dvz,0,0,Negative,"{""label"": ""Negative""}"
fifa soars to the top of the charts this week with million players already in game in the first hours nintendo takes five spots in the top and star wars squadrons holds on to number for the second week in a row bit ly jmuwq,2,1,Neutral,"{""label"": ""Neutral""}"
amazing deal for you lenovo legion y th gen intel core i inch fhd gaming laptop gb gb ssd nvidia gtx gb graphics windows black kg sy ckin for just rs from amazon shop now ekaro in enkr,1,2,Positive,"{""label"": ""Positive""}"
was literally just gushing about how stoked i am to play this in april that s okay i m patient i m sure it will be worth the wait,2,2,Positive,"{""label"": ""Positive""}"
this is dope puff is such a great kid,3,2,Positive,"{""label"": ""Positive""}"
my save the world glithced our and i didn t get my vbucks from save the world for daily log in i pressed claim it worked but they are not showing up,0,0,Negative,"{""label"": ""Negative""}"
hi i ve had madeleine mccann in my cellar for the past years and the little sneaky thing just escaped whilst i was loading up some fifa points she took my card and i m having to use my paypal account but it isn t working can you help me resolve it please,0,3,Irrelevant,"{""label"": ""Irrelevant""}"
ronald bellanti is a resident of beverly ma and works for ground control an organization he founded as a drunk driving prevention campaign he took to facebook to express deplorably racist and violent views please help expose him pic twitter com ritukem,2,0,Negative,"{""label"": ""Negative""}"
never in my life have i ever fealt this fed up over a game that wasnt overwatch,0,0,Negative,"{""label"": ""Negative""}"
quick k mixer com kn blunt instagram com p b xyqehnnba,1,3,Irrelevant,"{""label"": ""Irrelevant""}"
red dead redemption leaves xbox game pass on september if you haven t bought it already highly recommend it pic twitter com ms gbzwml,2,2,Positive,"{""label"": ""Positive""}"
congratulations to uc cs go a taking it over nku a in the runback last night to win their bracket amazing play from all members of the team,3,2,Positive,"{""label"": ""Positive""}"
worst thing about banned is that all the players didn t knew this ban till the app shown error in playing as non of them is in social media nor watch any news,3,0,Negative,"{""label"": ""Negative""}"
no one buy battlefield on steam it doesn t have an app it literally runs through a google search do not recommend it it s a waste of money,0,0,Negative,"{""label"": ""Negative""}"
mixer com sirdover ut,1,3,Irrelevant,"{""label"": ""Irrelevant""}"
seriously wtf were you thinking this is the worst thing you could possibly do to your player base after these last years lost all confidence in you guys as a design team back to hearthstone fucking sad,2,0,Negative,"{""label"": ""Negative""}"
donald trump jr china lied people died inside china s death labs facebook facebook com donaldjtrumpjr,1,3,Irrelevant,"{""label"": ""Irrelevant""}"
this quarantine got me bored af playing call of duty anyone wanna call,2,1,Neutral,"{""label"": ""Neutral""}"
oh boy i bet the responses to this in the comments will be very level headed and not at all a barrage of outrage and anger,3,0,Negative,"{""label"": ""Negative""}"
gta online best vehicle discounts th september gta weekly c youtu be fxz xzbri,1,3,Irrelevant,"{""label"": ""Irrelevant""}"
atleast i have borderlands to cheer me up,2,2,Positive,"{""label"": ""Positive""}"
i love this list,2,2,Positive,"{""label"": ""Positive""}"
happy to be back doing what i love,2,2,Positive,"{""label"": ""Positive""}"
it was a battle all game long all the best action from in our match highlights,1,1,Neutral,"{""label"": ""Neutral""}"
johnson johnson beats q estimates raises dividend johnson johnson jnj stock rose as of pm et today investors are optimistic about the company s strong first quarter results and a dividend hike marketrealist com johnso,2,3,Irrelevant,"{""label"": ""Irrelevant""}"
it s very interesting if we get something for smartphones by nvidia,2,1,Neutral,"{""label"": ""Neutral""}"
fix it jesus please fix it what in the world is going on here negative silver wolf error code pic twitter com ziryhrf q,0,0,Negative,"{""label"": ""Negative""}"
franchise and face of the franchise are both terrible,0,0,Negative,"{""label"": ""Negative""}"
borderlands firebug bronze sabotage all statues for ember store playstation com en us tid c,1,1,Neutral,"{""label"": ""Neutral""}"
to all the people who want to play valorant and are saying they are gonna pursue it professionally go play hours of csgo if you still like the game then i think it would be a good game for you if you are bored out of your mind i would not recommend pursuing it,2,0,Negative,"{""label"": ""Negative""}"
fortnite has these bots that make the game unplayed lmfao literally unplayable because of course you land with just an axe and before you can loot a bot with weapons already on the ground just shoots you before you can even arm yourself lmfao fortnite right now is a waste of data,0,0,Negative,"{""label"": ""Negative""}"
driving through new mexico is like driving through red dead redemption,3,2,Positive,"{""label"": ""Positive""}"
i m proud that i created this banner for even though it takes me almost day sigh need to work faster xd but i m pretty impress with this work anyways twitch tv scoobz if you like apex legends content do help a streamer out,1,2,Positive,"{""label"": ""Positive""}"
quality tweet,3,2,Positive,"{""label"": ""Positive""}"
johnson johnson is about to enter phase trials of a covid vaccine that only works in one dose they claim remember how j j was found guilty of having cancer causing baby powder ask yourself honestly do you trust these pharma companies i don t,0,0,Negative,"{""label"": ""Negative""}"
nice bug pic twitter com meophhpa d,0,2,Positive,"{""label"": ""Positive""}"
had a pretty amazing time streaming tonight pubg was alot of fun thanks to everyone who came and hung out,2,2,Positive,"{""label"": ""Positive""}"
if k anything like again i m never buying a game from y all again make the game like k,0,0,Negative,"{""label"": ""Negative""}"
i started playing overwatch on switch right when covee started and the combination of that game on that console has made it the most friendly gaming experience really zen compared to most lobbies i ve witnessed,2,2,Positive,"{""label"": ""Positive""}"
the best thing i could ve done for my was delete facebook,0,2,Positive,"{""label"": ""Positive""}"
dude i hope next battlefield brings back moments like these that make you rethink reality i loved those,2,2,Positive,"{""label"": ""Positive""}"
have no one else but i have a brother who would be very happy about it so again,3,1,Neutral,"{""label"": ""Neutral""}"
years old and it s in worse condition than black ice y s was can t get operation health again ops might develop m s and get shackles instead the only game where the ground or the sky becomes the back of your head amiright,0,0,Negative,"{""label"": ""Negative""}"
my friends are playing dota and i can t understand shit but it s entertaining as hell,1,2,Positive,"{""label"": ""Positive""}"
me can t sleep random facebook article i didn t care about hours ago how kylie jenner is dealing with trolls calling her ugly me,1,3,Irrelevant,"{""label"": ""Irrelevant""}"
we did it we found a way to do a lot of core and play hearthstone at the same time i introduce to you noz core mu the ultimate challenge do core until the rope starts burning then play your turn sorry for bad audio quality clips twitch tv shortpunchypel,1,1,Neutral,"{""label"": ""Neutral""}"
a look into progress on the rivian and amazon co developed electric delivery vehicle youtu be lkpoe eulxm it s kinda wild that alexa and tesla are becoming the most important car oss instead of android and ios,2,1,Neutral,"{""label"": ""Neutral""}"
this is odd suggests the most deadly terrorst attacks were committed by the usaaf but also acknowledge that september was the most deadly terrorist attack in history any thoughts on this pic twitter com zfjfglxtmp,1,1,Neutral,"{""label"": ""Neutral""}"
choked in an eco round big l,1,0,Negative,"{""label"": ""Negative""}"
rocket league sea of thieves or rainbow six siege i love playing all three on stream but which is the best,2,1,Neutral,"{""label"": ""Neutral""}"
back at the og memes i love the sky base follow me every day for everyday content,3,2,Positive,"{""label"": ""Positive""}"
i get freaky on that gta bmx bike store playstation com en us tid c,2,3,Irrelevant,"{""label"": ""Irrelevant""}"
one game of fifa tonight and i m done pressing lb to change player and it s taking literally seconds to do it same with passing and changing direction sham of a game,0,0,Negative,"{""label"": ""Negative""}"
ti best plays epic moments the international dota zonestream cx ti best plays,1,1,Neutral,"{""label"": ""Neutral""}"
mori,1,3,Irrelevant,"{""label"": ""Irrelevant""}"
red dead redemption day can i shoot micah i don t like micah twitch tv nightmarebearer,0,1,Neutral,"{""label"": ""Neutral""}"
failed pubg mobile youtu be qz pth sw via,0,3,Irrelevant,"{""label"": ""Irrelevant""}"
